employee_id,genre,statut_marital,departement,poste,heure_supplementaires,domaine_etude,ayant_enfants,frequence_deplacement,age,revenu_mensuel,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,ratio_poste_entreprise,evolution_evaluation,satisfaction_globale,salaire_par_experience,duree_moyenne_poste,attrition_actual,dataset_type
1198,M,Marié(e),Consulting,Tech Lead,Oui,Transformation Digitale,Y,Occasionnel,31,6179,1,80,10,10,2,4,3,2,3,4,2,3,0.15,2,3,1,22,4,6,7,0.18181818181818182,0,3.25,561.7272727272727,5.0,1,test
1199,F,Marié(e),Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Occasionnel,45,4477,4,80,7,3,2,1,3,1,3,3,2,3,0.19,1,2,1,7,3,0,2,0.5,0,2.25,559.625,1.4,0,test
1200,M,Divorcé(e),Consulting,Manager,Oui,Infra & Cloud,Y,Aucun,40,4069,3,80,8,2,2,4,3,2,4,3,3,3,0.18,0,2,1,8,2,2,2,0.6666666666666666,0,3.5,452.1111111111111,2.0,0,test
1201,F,Célibataire,Consulting,Assistant de Direction,Non,Autre,Y,Occasionnel,28,3660,3,80,10,8,7,3,3,2,3,4,4,3,0.13,0,4,1,10,3,1,7,0.7777777777777778,0,3.5,332.72727272727275,2.5,0,test
1202,F,Célibataire,Commercial,Cadre Commercial,Oui,Infra & Cloud,Y,Occasionnel,25,4487,1,80,5,5,4,2,2,2,4,2,3,3,0.11,0,3,1,4,2,1,3,0.6666666666666666,1,2.75,747.8333333333334,2.5,0,test
1203,M,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,42,2766,8,80,7,5,3,2,3,1,2,2,2,4,0.22,3,6,1,12,3,0,4,0.5,1,2.0,345.75,0.7777777777777778,0,test
1204,M,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Y,Frequent,51,10650,2,80,18,4,2,1,1,3,4,4,3,3,0.15,0,2,1,8,4,0,3,0.4,2,3.0,560.5263157894736,6.0,1,test
1205,M,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Occasionnel,35,7823,6,80,12,10,9,4,3,3,4,2,3,3,0.13,1,2,1,3,4,0,8,0.8181818181818182,0,3.25,601.7692307692307,1.7142857142857142,0,test
1206,F,Marié(e),Consulting,Directeur Technique,Non,Entrepreunariat,Y,Occasionnel,41,19545,1,80,23,22,15,2,3,5,3,4,3,3,0.12,0,0,1,12,3,15,8,0.6521739130434783,0,3.0,814.375,11.5,1,test
1207,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,35,5208,1,80,16,16,15,2,4,2,1,4,3,3,0.11,0,2,1,18,5,1,10,0.8823529411764706,-1,2.5,306.3529411764706,8.0,0,test
1208,M,Célibataire,Consulting,Consultant,Non,Entrepreunariat,Y,Occasionnel,48,2559,5,80,7,1,0,4,4,1,2,3,2,3,0.11,0,4,1,2,2,0,0,0.0,-1,2.75,319.875,1.1666666666666667,0,test
1209,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,45,2274,1,80,1,1,0,2,2,1,3,4,3,3,0.14,0,3,1,2,3,0,0,0.0,1,3.0,1137.0,0.5,0,test
1210,M,Marié(e),Commercial,Cadre Commercial,Non,Entrepreunariat,Y,Occasionnel,49,13120,6,80,22,9,8,4,2,4,2,2,3,3,0.17,1,3,1,8,4,2,3,0.8,1,2.75,570.4347826086956,3.142857142857143,0,test
1211,M,Divorcé(e),Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,34,2008,1,80,1,1,0,2,3,1,2,2,3,3,0.14,2,3,1,10,3,1,0,0.0,0,2.25,1004.0,0.5,0,test
1212,M,Célibataire,Consulting,Assistant de Direction,Oui,Infra & Cloud,Y,Frequent,33,3348,1,80,10,10,8,1,3,1,1,1,3,3,0.11,0,3,1,3,3,9,7,0.7272727272727273,0,1.5,304.3636363636364,5.0,1,test
1213,M,Célibataire,Consulting,Directeur Technique,Non,Transformation Digitale,Y,Occasionnel,37,13664,4,80,16,5,2,1,3,3,3,1,4,3,0.13,0,3,1,7,4,0,2,0.3333333333333333,0,2.25,803.7647058823529,3.2,0,test
1214,M,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,27,4105,1,80,7,7,7,4,3,2,4,1,3,3,0.14,0,5,1,9,3,0,7,0.875,0,3.0,513.125,3.5,0,test
1215,M,Divorcé(e),Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,30,3491,1,80,10,10,7,3,3,2,3,1,2,3,0.13,3,4,1,7,4,8,9,0.6363636363636364,0,2.25,317.3636363636364,5.0,0,test
1216,M,Célibataire,Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Aucun,31,2321,0,80,4,3,2,3,2,1,1,1,3,4,0.22,0,0,1,9,2,1,2,0.5,2,2.0,464.2,4.0,1,test
1217,F,Célibataire,Consulting,Manager,Non,Transformation Digitale,Y,Occasionnel,51,13734,3,80,21,7,7,4,3,4,2,3,3,3,0.18,0,6,1,3,3,1,0,0.875,0,3.0,624.2727272727273,5.25,0,test
1218,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,24,3597,8,80,6,4,3,4,3,1,2,4,3,4,0.22,0,2,1,24,3,1,2,0.6,1,3.25,513.8571428571429,0.6666666666666666,0,test
1219,F,Marié(e),Commercial,Senior Manager,Oui,Marketing,Y,Occasionnel,43,16064,5,80,22,17,13,4,3,4,4,3,3,4,0.22,1,3,1,16,3,1,9,0.7222222222222222,1,3.5,698.4347826086956,3.6666666666666665,0,test
1220,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,56,5380,4,80,6,0,0,4,2,2,1,3,3,3,0.16,1,3,1,11,5,0,0,0.0,1,2.75,768.5714285714286,1.2,0,test
1221,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Occasionnel,30,2141,1,80,6,6,4,2,2,1,2,2,2,3,0.12,1,3,1,7,3,1,1,0.5714285714285714,1,2.0,305.85714285714283,3.0,0,test
1222,M,Marié(e),Commercial,Cadre Commercial,Oui,Infra & Cloud,Y,Occasionnel,34,9713,2,80,9,5,3,3,3,3,4,4,3,3,0.13,3,3,1,4,3,1,0,0.5,0,3.5,971.3,3.0,0,test
1223,F,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,23,3295,1,80,3,3,2,3,3,1,2,3,1,3,0.13,0,3,1,4,1,1,2,0.5,0,2.25,823.75,1.5,0,test
1224,M,Célibataire,Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Frequent,35,4930,0,80,6,5,4,1,2,1,4,3,4,3,0.14,0,2,1,2,4,1,4,0.6666666666666666,1,3.0,704.2857142857143,6.0,0,test
1225,F,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,39,2232,7,80,7,3,2,3,3,1,3,3,3,3,0.14,3,1,1,1,4,1,2,0.5,0,3.0,279.0,0.875,0,test
1226,M,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Occasionnel,28,5253,1,80,7,7,5,2,3,2,4,4,3,3,0.16,0,1,1,9,4,0,7,0.625,0,3.25,656.625,3.5,0,test
1227,M,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Frequent,33,4373,0,80,5,4,3,4,3,2,1,1,3,3,0.14,2,2,1,7,3,0,3,0.6,0,2.25,728.8333333333334,5.0,0,test
1228,M,Marié(e),Consulting,Consultant,Non,Autre,Y,Frequent,26,2544,0,80,8,7,7,3,4,1,4,1,3,3,0.18,1,3,1,6,3,7,7,0.875,-1,2.75,282.6666666666667,8.0,0,test
1229,F,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Occasionnel,38,5343,1,80,10,10,7,1,3,2,4,3,3,3,0.11,1,1,1,10,2,1,9,0.6363636363636364,0,2.75,485.72727272727275,5.0,0,test
1230,F,Marié(e),Commercial,Représentant Commercial,Non,Infra & Cloud,Y,Occasionnel,35,2430,0,80,6,5,3,2,2,1,3,1,3,4,0.23,2,5,1,28,4,4,2,0.5,2,2.25,347.14285714285717,6.0,0,test
1231,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,35,2506,3,80,7,2,2,4,4,1,3,3,3,3,0.13,0,0,1,1,4,2,2,0.6666666666666666,-1,3.25,313.25,1.75,0,test
1232,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,37,4680,3,80,4,1,0,4,4,1,4,1,3,3,0.17,0,2,1,10,2,0,0,0.0,-1,3.0,936.0,1.0,0,test
1233,F,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Y,Occasionnel,40,13237,7,80,22,20,6,2,3,4,3,3,3,3,0.15,0,3,1,6,3,5,13,0.2857142857142857,0,2.75,575.5217391304348,2.75,0,test
1234,F,Marié(e),Commercial,Cadre Commercial,Oui,Infra & Cloud,Y,Occasionnel,31,4559,3,80,4,2,2,2,1,2,3,3,3,3,0.11,1,2,1,20,3,2,2,0.6666666666666666,2,2.75,911.8,1.0,1,test
1235,F,Marié(e),Consulting,Manager,Non,Transformation Digitale,Y,Occasionnel,29,4335,4,80,11,8,7,2,3,2,3,1,2,3,0.12,1,3,1,27,3,1,1,0.7777777777777778,0,2.0,361.25,2.2,0,test
1236,F,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Occasionnel,59,5171,5,80,13,6,1,3,2,2,4,4,3,3,0.17,0,2,1,3,3,0,5,0.14285714285714285,1,3.5,369.35714285714283,2.1666666666666665,0,test
1237,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,32,9204,4,80,7,4,3,4,3,2,4,3,2,3,0.12,1,3,1,7,5,0,3,0.6,0,3.25,1150.5,1.4,0,test
1238,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,33,2028,1,80,14,14,11,2,4,1,2,4,3,3,0.18,3,6,1,21,3,2,13,0.7333333333333333,-1,2.75,135.2,7.0,0,test
1239,F,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Occasionnel,27,2279,1,80,7,7,7,4,3,1,2,4,2,3,0.16,0,2,1,9,3,0,3,0.875,0,3.0,284.875,3.5,0,test
1240,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Aucun,43,2438,4,80,7,3,2,1,3,1,3,3,2,3,0.13,0,2,1,9,3,1,2,0.5,0,2.25,304.75,1.4,0,test
1241,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,34,4404,2,80,6,4,3,2,4,2,3,1,4,3,0.12,0,3,1,8,3,1,2,0.6,-1,2.5,629.1428571428571,2.0,0,test
1242,M,Divorcé(e),Ressources Humaines,Ressources Humaines,Non,Autre,Y,Occasionnel,37,4071,2,80,19,10,0,3,3,2,2,3,2,3,0.13,0,4,1,8,2,4,7,0.0,0,2.5,203.55,6.333333333333333,0,test
1243,M,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Y,Frequent,36,6499,1,80,6,6,5,2,2,2,2,3,3,3,0.13,0,3,1,11,3,0,3,0.7142857142857143,1,2.5,928.4285714285714,3.0,0,test
1244,F,Marié(e),Ressources Humaines,Ressources Humaines,Oui,Transformation Digitale,Y,Occasionnel,26,2148,0,80,6,5,1,4,3,1,2,3,3,3,0.11,0,3,1,20,2,1,4,0.16666666666666666,0,3.0,306.85714285714283,6.0,1,test
1245,M,Marié(e),Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Occasionnel,41,2127,2,80,7,4,2,2,4,1,3,1,2,3,0.12,0,5,1,5,5,0,3,0.4,-1,2.0,265.875,2.3333333333333335,0,test
1246,F,Divorcé(e),Commercial,Représentant Commercial,Non,Infra & Cloud,Y,Aucun,32,2827,1,80,1,1,0,3,3,1,1,3,3,3,0.12,3,3,1,2,1,0,0,0.0,0,2.5,1413.5,0.5,0,test
1247,F,Célibataire,Ressources Humaines,Ressources Humaines,Oui,Infra & Cloud,Y,Occasionnel,35,8837,1,80,9,9,0,3,3,3,4,3,3,3,0.16,0,2,1,26,4,1,7,0.0,0,3.25,883.7,4.5,0,test
1248,F,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Occasionnel,39,5902,4,80,17,15,11,4,2,2,3,3,4,3,0.14,1,1,1,4,4,5,9,0.6875,1,3.5,327.8888888888889,3.4,0,test
1249,M,Célibataire,Consulting,Tech Lead,Non,Transformation Digitale,Y,Occasionnel,59,10512,6,80,25,9,7,4,3,3,4,4,2,3,0.12,0,6,1,18,4,5,4,0.7,0,3.5,404.3076923076923,3.5714285714285716,0,test
1250,F,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,29,2974,9,80,9,5,3,4,3,1,3,3,3,3,0.17,1,2,1,9,4,1,2,0.5,0,3.25,297.4,0.9,0,test
1251,F,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,34,4505,6,80,12,1,0,3,2,2,2,3,3,3,0.15,1,3,1,6,4,0,0,0.0,1,2.75,346.53846153846155,1.7142857142857142,0,test
1252,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Y,Occasionnel,45,5906,0,80,10,9,8,2,2,2,4,4,2,3,0.13,2,2,1,25,2,3,8,0.8,1,3.0,536.9090909090909,10.0,0,test
1253,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Y,Occasionnel,49,10466,3,80,29,8,7,3,3,3,2,2,3,3,0.14,2,3,1,7,4,0,7,0.7777777777777778,0,2.5,348.8666666666667,7.25,0,test
1254,M,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Occasionnel,38,10609,0,80,17,16,10,1,3,3,3,3,2,3,0.12,2,6,1,3,3,5,13,0.5882352941176471,0,2.25,589.3888888888889,17.0,0,test
1255,M,Divorcé(e),Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,31,4197,1,80,10,10,8,2,3,2,3,1,3,3,0.11,1,2,1,20,3,0,2,0.7272727272727273,0,2.25,381.54545454545456,5.0,0,test
1256,M,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Y,Aucun,30,3072,1,80,12,12,9,3,3,2,1,3,3,3,0.11,2,4,1,9,3,6,10,0.6923076923076923,0,2.5,236.30769230769232,6.0,0,test
1257,F,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Y,Aucun,33,5147,8,80,13,11,7,4,3,2,2,4,2,3,0.15,0,2,1,2,3,1,7,0.5833333333333334,0,3.0,367.64285714285717,1.4444444444444444,0,test
1258,M,Marié(e),Consulting,Assistant de Direction,Oui,Infra & Cloud,Y,Frequent,26,2042,6,80,6,3,2,1,3,1,1,2,3,3,0.14,1,2,1,2,3,1,2,0.5,0,1.75,291.7142857142857,0.8571428571428571,1,test
1259,F,Marié(e),Consulting,Manager,Non,Transformation Digitale,Y,Occasionnel,58,10312,1,80,40,40,10,4,3,3,4,4,2,3,0.12,1,3,1,23,4,15,6,0.24390243902439024,0,3.5,251.5121951219512,20.0,1,test
1260,F,Divorcé(e),Consulting,Senior Manager,Non,Autre,Y,Occasionnel,53,19094,4,80,26,14,13,3,3,5,3,4,2,3,0.11,1,3,1,5,3,4,8,0.8666666666666667,0,3.0,707.1851851851852,5.2,0,test
1261,F,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Occasionnel,27,6500,0,80,9,8,7,1,4,2,3,2,2,3,0.14,0,5,1,2,2,0,7,0.7777777777777778,-1,2.0,650.0,9.0,0,test
1262,F,Marié(e),Consulting,Tech Lead,Oui,Infra & Cloud,Y,Occasionnel,40,6516,2,80,18,1,0,2,3,2,1,2,3,3,0.16,1,3,1,8,2,0,0,0.0,0,2.0,342.94736842105266,6.0,0,test
1263,F,Marié(e),Consulting,Manager,Non,Transformation Digitale,Y,Occasionnel,38,9824,3,80,18,1,0,3,3,2,3,3,3,3,0.19,1,4,1,10,3,0,0,0.0,0,3.0,517.0526315789474,4.5,0,test
1264,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Transformation Digitale,Y,Occasionnel,44,10482,9,80,24,20,6,2,2,3,1,4,3,3,0.14,1,1,1,1,2,3,6,0.2857142857142857,1,2.5,419.28,2.4,1,test
1265,F,Célibataire,Consulting,Manager,Oui,Autre,Y,Aucun,41,6811,2,80,10,8,7,1,2,2,3,1,3,3,0.17,0,3,1,2,4,0,7,0.7777777777777778,1,2.0,619.1818181818181,3.3333333333333335,0,test
1266,M,Divorcé(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Frequent,37,9525,1,80,6,6,3,3,1,2,4,3,2,3,0.14,2,2,1,1,4,1,3,0.42857142857142855,2,3.0,1360.7142857142858,3.0,0,test
1267,F,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,46,10453,1,80,24,24,13,2,3,3,1,3,3,4,0.25,3,2,1,1,2,15,7,0.52,1,2.25,418.12,12.0,0,test
1268,M,Marié(e),Consulting,Senior Manager,Non,Infra & Cloud,Y,Occasionnel,52,19999,0,80,34,33,18,3,2,5,3,1,3,3,0.14,1,5,1,1,4,11,9,0.5294117647058824,1,2.5,571.4,34.0,0,test
1269,M,Célibataire,Commercial,Représentant Commercial,Oui,Infra & Cloud,Y,Frequent,25,1118,1,80,1,1,0,3,1,1,4,4,3,3,0.14,0,4,1,24,1,1,0,0.0,2,3.5,559.0,0.5,1,test
1270,F,Marié(e),Commercial,Représentant Commercial,Non,Entrepreunariat,Y,Frequent,29,2157,1,80,3,3,1,3,3,1,4,2,3,3,0.15,1,5,1,20,3,0,2,0.25,0,3.0,539.25,1.5,0,test
1271,F,Divorcé(e),Commercial,Représentant Commercial,Non,Marketing,Y,Frequent,31,2789,1,80,2,2,2,4,3,1,2,3,2,3,0.11,1,5,1,5,3,2,2,0.6666666666666666,0,2.75,929.6666666666666,1.0,0,test
1272,M,Marié(e),Commercial,Représentant Commercial,Non,Infra & Cloud,Y,Occasionnel,25,4400,3,80,6,3,2,1,2,1,1,1,3,3,0.12,0,2,1,9,2,2,2,0.5,1,1.5,628.5714285714286,1.5,1,test
1273,F,Célibataire,Consulting,Assistant de Direction,Oui,Entrepreunariat,Y,Frequent,24,3760,1,80,6,6,3,1,3,1,4,3,3,3,0.13,0,2,1,2,1,1,3,0.42857142857142855,0,2.75,537.1428571428571,3.0,0,test
1274,M,Célibataire,Consulting,Assistant de Direction,Non,Entrepreunariat,Y,Occasionnel,29,2058,0,80,7,6,2,3,3,1,3,4,2,3,0.14,0,1,1,1,3,1,5,0.2857142857142857,0,3.0,257.25,7.0,1,test
1275,F,Divorcé(e),Commercial,Cadre Commercial,Oui,Autre,Y,Occasionnel,25,4907,0,80,6,5,3,1,3,2,3,2,2,4,0.22,1,3,1,8,2,0,4,0.5,1,2.0,701.0,6.0,0,test
1276,M,Célibataire,Consulting,Assistant de Direction,Oui,Infra & Cloud,Y,Frequent,35,4249,1,80,9,9,6,3,3,2,3,2,3,3,0.11,0,3,1,4,4,1,1,0.6,0,2.75,424.9,4.5,0,test
1277,M,Divorcé(e),Consulting,Directeur Technique,Non,Transformation Digitale,Y,Occasionnel,46,19627,9,80,23,2,2,4,3,5,4,4,3,3,0.17,2,0,1,1,4,2,2,0.6666666666666666,0,3.75,817.7916666666666,2.3,0,test
1278,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,42,4272,4,80,16,1,0,2,1,2,4,1,3,3,0.19,0,3,1,29,3,0,0,0.0,2,2.5,251.2941176470588,3.2,0,test
1279,F,Divorcé(e),Consulting,Assistant de Direction,Oui,Infra & Cloud,Y,Occasionnel,37,2782,0,80,6,5,3,4,3,1,1,2,2,3,0.13,2,3,1,10,1,4,3,0.5,0,2.25,397.42857142857144,6.0,0,test
1280,F,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Occasionnel,27,3445,1,80,6,6,2,3,3,1,4,3,2,3,0.11,0,5,1,8,3,1,4,0.2857142857142857,0,3.0,492.14285714285717,3.0,0,test
1281,M,Célibataire,Commercial,Représentant Commercial,Non,Infra & Cloud,Y,Occasionnel,38,2858,4,80,20,1,0,1,2,1,1,1,2,3,0.14,0,3,1,1,3,0,0,0.0,1,1.25,136.0952380952381,4.0,0,test
1282,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Y,Aucun,36,5406,1,80,15,15,12,4,1,2,4,1,2,4,0.24,1,4,1,15,4,11,11,0.75,3,2.75,337.875,7.5,0,test
1283,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,27,2318,1,80,1,1,1,2,3,1,3,3,3,3,0.19,0,2,1,4,3,0,0,0.5,0,2.75,1159.0,0.5,0,test
1284,M,Divorcé(e),Consulting,Directeur Technique,Non,Transformation Digitale,Y,Occasionnel,40,19436,0,80,22,21,7,1,3,5,3,4,3,3,0.19,1,5,1,2,2,3,9,0.3181818181818182,0,2.75,845.0434782608696,22.0,0,test
1285,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,44,2362,4,80,10,3,2,1,3,1,1,3,4,3,0.12,0,4,1,3,3,1,2,0.5,0,2.25,214.72727272727272,2.0,1,test
1286,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,34,5484,9,80,9,2,2,2,3,2,4,2,2,3,0.17,1,3,1,1,4,2,1,0.6666666666666666,0,2.5,548.4,0.9,0,test
1287,F,Marié(e),Consulting,Tech Lead,Oui,Infra & Cloud,Y,Occasionnel,36,4663,9,80,7,3,2,3,3,2,3,2,3,3,0.12,2,2,1,12,4,1,1,0.5,0,2.75,582.875,0.7,0,test
1288,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,28,3201,0,80,6,5,3,1,2,1,2,1,1,3,0.17,0,2,1,2,1,0,4,0.5,1,1.25,457.2857142857143,6.0,0,test
1289,M,Célibataire,Ressources Humaines,Senior Manager,Non,Infra & Cloud,Y,Occasionnel,56,19717,6,80,36,7,3,4,3,5,2,1,3,3,0.14,0,4,1,8,4,7,7,0.375,0,2.5,532.8918918918919,5.142857142857143,0,test
1290,M,Marié(e),Consulting,Manager,Oui,Transformation Digitale,Y,Aucun,35,9884,2,80,10,4,0,3,2,3,1,3,3,3,0.13,1,3,1,11,2,2,3,0.0,1,2.5,898.5454545454545,3.3333333333333335,0,test
1291,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,40,2387,3,80,7,4,2,2,3,1,2,3,3,4,0.22,1,3,1,1,4,0,3,0.4,1,2.5,298.375,1.75,0,test
1292,M,Célibataire,Consulting,Consultant,Oui,Transformation Digitale,Y,Occasionnel,41,4721,2,80,20,18,13,4,3,1,1,3,3,3,0.13,0,3,1,6,3,2,17,0.6842105263157895,0,2.75,224.8095238095238,6.666666666666667,0,test
1293,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,30,3833,3,80,7,2,2,4,1,1,3,3,3,4,0.21,2,2,1,1,3,0,2,0.6666666666666666,3,3.25,479.125,1.75,0,test
1294,F,Marié(e),Consulting,Manager,Non,Transformation Digitale,Y,Frequent,46,10527,5,80,28,2,2,1,3,3,3,4,2,3,0.11,0,3,1,18,1,1,2,0.6666666666666666,0,2.5,363.0,4.666666666666667,0,test
1295,F,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Y,Frequent,30,4011,1,80,12,12,8,3,3,2,4,4,3,4,0.23,0,2,1,1,2,3,7,0.6153846153846154,1,3.5,308.53846153846155,6.0,0,test
1296,M,Divorcé(e),Consulting,Tech Lead,Non,Infra & Cloud,Y,Occasionnel,35,10274,2,80,15,7,7,3,2,3,2,2,4,3,0.18,1,2,1,2,3,6,4,0.875,1,2.75,642.125,5.0,0,test
1297,F,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,38,2288,1,80,2,2,2,3,3,1,4,3,3,3,0.12,0,3,1,9,2,2,1,0.6666666666666666,0,3.25,762.6666666666666,1.0,0,test
1298,M,Marié(e),Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Occasionnel,38,3057,6,80,6,1,0,4,3,1,3,2,1,3,0.13,1,0,1,2,5,0,1,0.0,0,2.5,436.7142857142857,0.8571428571428571,0,test
1299,M,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Y,Occasionnel,44,16328,3,80,24,20,6,4,3,4,1,3,4,3,0.13,1,1,1,28,3,14,17,0.2857142857142857,0,3.0,653.12,6.0,0,test
1300,F,Marié(e),Commercial,Représentant Commercial,Non,Transformation Digitale,Y,Occasionnel,27,3540,1,80,9,9,8,2,2,2,3,4,3,4,0.21,1,5,1,23,1,5,8,0.8,2,3.0,354.0,4.5,0,test
1301,M,Marié(e),Consulting,Consultant,Oui,Infra & Cloud,Y,Frequent,28,3867,1,80,2,2,2,4,2,1,4,2,3,3,0.12,1,2,1,2,3,2,2,0.6666666666666666,1,3.25,1289.0,1.0,0,test
1302,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,42,6825,0,80,10,9,7,3,3,2,2,4,3,3,0.11,1,2,1,8,4,4,2,0.7,0,3.0,620.4545454545455,10.0,0,test
1303,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Frequent,32,3433,6,80,10,5,2,1,3,1,3,1,2,3,0.13,1,3,1,10,3,1,3,0.3333333333333333,0,1.75,312.09090909090907,1.4285714285714286,0,test
1304,M,Célibataire,Commercial,Cadre Commercial,Oui,Marketing,Y,Occasionnel,26,5828,1,80,8,8,7,4,2,2,4,2,3,3,0.12,0,0,1,4,4,7,4,0.7777777777777778,1,3.25,647.5555555555555,4.0,1,test
1305,M,Célibataire,Consulting,Manager,Oui,Infra & Cloud,Y,Frequent,29,6294,8,80,10,3,2,4,4,2,3,4,4,3,0.12,0,5,1,1,3,0,2,0.5,-1,3.75,572.1818181818181,1.1111111111111112,0,test
1306,F,Divorcé(e),Commercial,Cadre Commercial,Oui,Infra & Cloud,Y,Aucun,31,9852,1,80,10,10,8,4,3,3,3,1,2,3,0.19,1,5,1,2,4,9,6,0.7272727272727273,0,2.5,895.6363636363636,5.0,0,test
1307,F,Célibataire,Commercial,Représentant Commercial,Oui,Marketing,Y,Occasionnel,41,3140,1,80,4,4,3,2,3,1,2,4,2,4,0.22,0,5,1,20,2,0,2,0.6,1,2.5,628.0,2.0,1,test
1308,F,Marié(e),Consulting,Senior Manager,Non,Transformation Digitale,Y,Frequent,50,17856,2,80,32,2,2,4,3,4,1,3,3,4,0.22,1,3,1,2,3,2,2,0.6666666666666666,1,2.75,541.0909090909091,10.666666666666666,0,test
1309,M,Célibataire,Consulting,Assistant de Direction,Oui,Autre,Y,Occasionnel,33,2686,1,80,10,10,9,4,3,1,4,3,2,3,0.13,0,2,1,1,4,7,8,0.8181818181818182,0,3.25,244.1818181818182,5.0,1,test
1310,F,Célibataire,Commercial,Représentant Commercial,Oui,Infra & Cloud,Y,Occasionnel,47,3294,1,80,3,3,2,4,2,1,4,1,2,3,0.18,0,3,1,2,4,1,2,0.5,1,2.75,823.5,1.5,0,test
